IDDEENTIDAD,ID,DESCRIPCION
17,170010001,Amacuzac
17,170020001,Atlatlahucan
17,170030001,Axochiapan
17,170040001,Ayala
17,170050001,Coatlán del Río
17,170060001,Cuautla
17,170070001,Cuernavaca
17,170080001,Emiliano Zapata
17,170090001,Huitzilac
17,170100001,Jantetelco
17,170110001,Jiutepec
17,170120001,Jojutla
17,170130001,Jonacatepec de Leandro Valle
17,170140001,Mazatepec
17,170150001,Miacatlán
17,170160001,Ocuituco
17,170170001,Puente de Ixtla
17,170180001,Temixco
17,170190001,Tepalcingo
17,170200001,Tepoztlán
17,170210001,Tetecala
17,170220001,Tetela del Volcán
17,170230001,Tlalnepantla
17,170240001,Tlaltizapán de Zapata
17,170250001,Tlaquiltenango
17,170260001,Tlayacapan
17,170270001,Totolapan
17,170280001,Xochitepec
17,170290001,Yautepec
17,170300001,Yecapixtla
17,170310001,Zacatepec
17,170320001,Zacualpan de Amilpas
17,170330001,Temoac
17,170340001,Coatetelco
17,170350001,Xoxocotla
17,170360001,Hueyapan
